tourism_arrivals,gdp,inflation,unemployment,year
0.0,51744749133.213,3.75733833344474,4.069,2000
12097000.0,458199494830.834,4.9992669696526,24.639,2011
886282224.338507,27417627997191.3,2.13510866611858,7.82288191487276,1999
0.0,66383287002.9867,0.0,0.0,2023
766000.0,7225977000.0,0.0,0.0,2018
0.0,18753456497.8159,4.97595150553892,11.184,2017
947000.0,2951822204.54432,1.56006240249605,10.61,1999
83000.0,1098424685.66169,0.0,0.0,2005
2330000.0,32685198808.5549,-0.43154451172818,2.76,2001
244000.0,7633036903.07634,5.83116601031462,0.0,2012
204449359.375,19420301866439.9,1.76442944229339,6.26136373372495,2014
43973149.9445357,145797709217.187,3.5917469011671,0.0,2006
6406000.0,15585105131.0644,1.41109078954246,11.466,2019
0.0,2079916900.0,8.42035103310379,0.0,2023
0.0,6971758282.29351,6.78459655001657,0.0,2006
5599.99990463257,468005318.551977,6.98584202682567,0.0,2004
668000.0,94644969157.0987,7.1297886294186,13.221,2003
386000.0,4153725883.84082,3.00439421550734,7.2,1999
13952000.0,346709790458.563,4.54064227737906,25.149,2015
0.0,2142470914401.36,3.87900159788426,5.415,2023
0.0,186400000.0,0.0,0.0,2013
0.0,36633669269.3981,26.9619068193272,0.0,2004
58340000.0,478111630683.514,2.58069370250543,9.578,2010
195000.0,24109780708.0268,4.37448921453162,0.0,2018
19662201.2171565,2614947275467.62,6.82864780544374,0.0,2014
2797000.0,270268036626.275,1.4782861568881,8.193,2013
163000.0,4740768142.67494,2.03456574053815,2.78,2003
0.0,2214679081.25658,1.34186494340157,0.0,2014
194873220.564053,7913466252859.02,1.88572000240366,4.2991940964437,2002
0.0,2529963903.22685,0.0,0.0,2009
0.0,249561003392.152,2.83442260128067,0.0,2002
8351000.0,5106679115127.3,1.3800788616492,4.002,2008
2482000.0,458821052615.79,4.66982038037594,0.0,1999
1823000.0,46869473150.61,14.0224913014704,0.0,2011
1240000.0,43700383098.5916,0.333294350628378,19.213,2020
6749000.0,67293639798.3996,14.5257359560685,8.98,2019
327000.0,10494626767.6445,3.9047542206973,31.502,2011
1107000.0,1107855555.55556,-0.329562063663977,0.0,2019
0.0,5393055179435.18,8.27477490232654,6.9050164702363,2022
60021000.0,61467582193.6824,0.771820346498019,6.617,2019
